<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,,<a id=11 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=12 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=13 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=14 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=15 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,<a id=16 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=17 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,
<a href='https://hf.co/ibm-granite/granite-20b-code-base'>ibm-granite/granite-20b-code-base</a>,🧠,-,N/A,20066993152.0,49152.0,8192.0,✓,✗,(✓),✗,39.81 ± 3.08 / 57.44 ± 2.72,74.37 ± 2.09 / 61.07 ± 2.18,10.23 ± 2.29 / 50.43 ± 2.19,65.18 ± 0.88 / 48.76 ± 1.08,-,12.72 ± 1.16 / 34.48 ± 0.66,4.98 ± 1.20 / 28.50 ± 0.86,15.8.1.dev0,15.8.1.dev0,15.8.1.dev0,15.8.1.dev0,-,15.8.1.dev0,15.8.1.dev0
"xai/grok-3-beta (zero-shot, val)</a>",📝,-,?,?,?,131072.0,✓,✗,✗,✓,63.29 ± 2.63 / 73.73 ± 1.86,63.81 ± 0.88 / 41.90 ± 1.16,22.01 ± 3.62 / 50.73 ± 1.80,71.44 ± 1.22 / 40.27 ± 1.85,-,69.47 ± 1.90 / 76.80 ± 1.50,68.90 ± 2.15 / 76.29 ± 1.69,15.6.1.dev0,15.6.1.dev0,15.6.1.dev0,15.6.1.dev0,-,15.6.1.dev0,15.6.1.dev0
<a href='https://hf.co/ibm-granite/granite-20b-code-instruct'>ibm-granite/granite-20b-code-instruct</a>,📝,-,?,20066993152.0,49152.0,8192.0,✓,✗,(✓),✗,30.99 ± 2.48 / 43.63 ± 2.13,70.42 ± 1.72 / 52.27 ± 3.11,6.61 ± 1.60 / 45.08 ± 4.03,57.75 ± 0.59 / 41.10 ± 1.05,-,9.42 ± 1.10 / 31.18 ± 0.88,6.39 ± 1.06 / 29.90 ± 0.92,15.9.2.dev0,15.9.2.dev0,15.9.2.dev0,15.9.2.dev0,-,15.9.2.dev0,15.9.2.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5-mini'>gpt-5-mini-2025-08-07#high (zero-shot, val)</a>",🤔,-,?,?,100256.0,272000.0,✓,✗,✗,✓,66.51 ± 2.22 / 73.94 ± 1.92,67.61 ± 1.71 / 41.08 ± 1.50,27.64 ± 1.79 / 50.48 ± 1.36,70.36 ± 1.19 / 46.87 ± 1.27,-,87.24 ± 1.66 / 90.43 ± 1.28,61.43 ± 2.31 / 70.98 ± 1.72,15.16.0,15.16.0,15.16.0,15.16.0,-,15.16.0,15.16.0
<a href='https://hf.co/ibm-granite/granite-3.0-1b-a400m-instruct'>ibm-granite/granite-3.0-1b-a400m-instruct</a>,📝,-,?,1334628352.0,49155.0,4096.0,✓,✗,(✓),✗,34.15 ± 2.02 / 53.98 ± 1.97,32.47 ± 2.06 / 25.53 ± 1.47,1.32 ± 1.36 / 40.06 ± 3.20,48.99 ± 0.84 / 34.53 ± 1.44,-,0.98 ± 0.68 / 25.14 ± 0.60,0.71 ± 1.09 / 26.61 ± 0.63,15.4.1,15.4.1,15.4.1,15.4.1,-,15.4.1,15.4.1
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512</a>,🧠,-,N/A,4251743232.0,131072.0,8192.0,✓,✗,(✓),✓,48.28 ± 2.29 / 63.38 ± 1.70,64.09 ± 3.32 / 54.67 ± 2.66,15.10 ± 5.80 / 43.66 ± 5.52,70.80 ± 3.84 / 54.38 ± 3.23,-,49.92 ± 1.24 / 62.35 ± 0.92,38.93 ± 5.28 / 53.27 ± 4.18,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,-,16.12.0.dev0,16.12.0.dev0
<a href='https://hf.co/senseable/WestLake-7B-v2'>senseable/WestLake-7B-v2</a>,🧠,-,N/A,7241732096.0,32000.0,4096.0,✗,✗,(✓),✗,54.85 ± 2.14 / 69.26 ± 1.90,69.60 ± 1.98 / 52.85 ± 3.07,17.86 ± 2.38 / 53.52 ± 2.48,69.38 ± 0.92 / 45.92 ± 1.01,-,35.54 ± 1.03 / 51.46 ± 0.74,43.15 ± 2.02 / 57.00 ± 1.62,15.2.0.dev0,15.2.0.dev0,15.2.0.dev0,15.2.0.dev0,-,15.2.0.dev0,15.2.0.dev0
<a href='https://hf.co/sentence-transformers/distilbert-multilingual-nli-stsb-quora-ranking'>sentence-transformers/distilbert-multilingual-nli-stsb-quora-ranking</a>,🔍,-,N/A,134734080.0,119547.0,512.0,✓,✗,(✓),✗,45.03 ± 1.10 / 63.07 ± 0.78,79.57 ± 0.72 / 69.30 ± 0.49,1.23 ± 1.70 / 45.33 ± 2.94,8.56 ± 0.46 / 4.09 ± 0.34,-,-,-,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,-,-,-
<a href='https://hf.co/sentence-transformers/distiluse-base-multilingual-cased-v1'>sentence-transformers/distiluse-base-multilingual-cased-v1</a>,🔍,-,N/A,134734080.0,119547.0,512.0,✓,✗,(✓),✗,42.60 ± 1.15 / 61.54 ± 0.77,53.67 ± 1.90 / 50.66 ± 1.91,0.21 ± 1.27 / 44.62 ± 2.15,5.50 ± 0.47 / 1.79 ± 0.31,-,-,-,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,-,-,-
<a href='https://hf.co/sentence-transformers/distiluse-base-multilingual-cased-v2'>sentence-transformers/distiluse-base-multilingual-cased-v2</a>,🔍,-,N/A,134734080.0,119547.0,512.0,✓,✗,(✓),✗,40.68 ± 1.77 / 60.28 ± 1.19,53.29 ± 2.67 / 51.73 ± 1.84,0.64 ± 1.12 / 46.82 ± 1.71,6.24 ± 0.36 / 2.14 ± 0.37,-,-,-,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,-,-,-
<a href='https://hf.co/openGPT-X/Teuken-7B-instruct-commercial-v0.4'>openGPT-X/Teuken-7B-instruct-commercial-v0.4</a>,📝,-,?,7452725248.0,250680.0,4096.0,✓,✗,(✓),✗,15.07 ± 2.37 / 30.63 ± 2.50,45.86 ± 2.22 / 33.38 ± 1.89,0.91 ± 1.41 / 37.66 ± 1.04,54.56 ± 3.82 / 38.49 ± 3.80,-,16.81 ± 0.76 / 36.64 ± 0.56,12.76 ± 2.06 / 33.64 ± 1.55,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,-,15.3.1.dev0,15.3.1.dev0
<a href='https://hf.co/openGPT-X/Teuken-7B-instruct-research-v0.4'>openGPT-X/Teuken-7B-instruct-research-v0.4</a>,📝,-,?,7452725248.0,250680.0,4096.0,✗,✗,(✓),✗,43.12 ± 2.47 / 58.82 ± 2.33,47.78 ± 2.52 / 29.77 ± 1.55,7.39 ± 0.94 / 51.56 ± 1.29,63.01 ± 1.51 / 46.59 ± 1.23,-,13.93 ± 1.14 / 32.64 ± 1.07,10.77 ± 1.81 / 30.87 ± 1.52,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,-,15.3.1.dev0,15.3.1.dev0
<a href='https://hf.co/openai-community/gpt2-large'>openai-community/gpt2-large</a>,🧠,-,N/A,811778816.0,50257.0,1024.0,✓,✗,(✓),✗,-1.14 ± 3.08 / 21.26 ± 2.54,17.87 ± 4.73 / 17.20 ± 3.53,0.24 ± 2.02 / 44.19 ± 3.02,1.98 ± 0.59 / 0.63 ± 0.29,-,0.05 ± 1.06 / 23.87 ± 1.12,0.00 ± 0.00 / 26.00 ± 0.69,15.4.1,15.4.1,15.4.1,15.4.1,-,15.4.1,15.4.1
<a href='https://hf.co/openai-community/gpt2-medium'>openai-community/gpt2-medium</a>,🧠,-,N/A,379988992.0,50257.0,1024.0,✓,✗,(✓),✗,0.80 ± 2.74 / 22.56 ± 2.78,13.14 ± 6.42 / 16.88 ± 4.54,0.34 ± 2.09 / 40.00 ± 4.67,1.62 ± 0.62 / 0.64 ± 0.39,-,-0.39 ± 0.52 / 23.19 ± 0.50,0.00 ± 0.00 / 26.00 ± 0.69,15.4.1,15.4.1,15.4.1,15.4.1,-,15.4.1,15.4.1
<a href='https://hf.co/openai-community/gpt2'>openai-community/gpt2</a>,🧠,-,N/A,137022720.0,50257.0,1024.0,✓,✗,(✓),✗,0.57 ± 2.45 / 19.85 ± 2.46,12.40 ± 4.51 / 13.88 ± 3.88,1.07 ± 1.68 / 39.00 ± 4.20,1.04 ± 0.46 / 0.45 ± 0.22,-,-0.01 ± 0.76 / 23.42 ± 0.58,0.00 ± 0.00 / 26.00 ± 0.69,15.4.1,15.4.1,15.4.1,15.4.1,-,15.4.1,15.4.1
<a href='https://hf.co/sentence-transformers/distiluse-base-multilingual-cased'>sentence-transformers/distiluse-base-multilingual-cased</a>,🔍,-,N/A,134734080.0,119547.0,512.0,✓,✗,(✓),✗,40.68 ± 1.77 / 60.28 ± 1.19,53.52 ± 2.99 / 51.90 ± 1.99,0.64 ± 1.12 / 46.82 ± 1.71,6.19 ± 0.43 / 2.15 ± 0.39,-,-,-,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,-,-,-
<a href='https://hf.co/sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2'>sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2</a>,🔍,-,N/A,117654272.0,250037.0,512.0,✓,✗,(✓),✗,41.90 ± 10.08 / 60.80 ± 7.32,62.62 ± 2.80 / 59.05 ± 2.26,0.69 ± 1.20 / 47.43 ± 1.90,8.64 ± 0.23 / 2.94 ± 0.37,-,-,-,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,-,-,-
<a href='https://hf.co/sentence-transformers/paraphrase-xlm-r-multilingual-v1'>sentence-transformers/paraphrase-xlm-r-multilingual-v1</a>,🔍,-,N/A,278044162.0,250002.0,512.0,✓,✗,(✓),✗,49.59 ± 2.25 / 66.22 ± 1.52,81.12 ± 0.73 / 70.67 ± 1.02,-0.27 ± 1.62 / 43.36 ± 3.71,7.60 ± 1.70 / 3.30 ± 0.69,-,-,-,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,-,-,-
<a href='https://hf.co/sentence-transformers/quora-distilbert-multilingual'>sentence-transformers/quora-distilbert-multilingual</a>,🔍,-,N/A,134734080.0,119547.0,512.0,✓,✗,(✓),✗,45.03 ± 1.10 / 63.07 ± 0.78,79.52 ± 0.75 / 69.26 ± 0.50,1.32 ± 1.72 / 45.35 ± 2.89,8.56 ± 0.49 / 4.08 ± 0.30,-,-,-,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,-,-,-
<a href='https://hf.co/swiss-ai/Apertus-70B-2509'>swiss-ai/Apertus-70B-2509</a>,🧠,-,N/A,70599864480.0,131072.0,65536.0,✓,✗,(✓),✗,13.45 ± 5.08 / 22.38 ± 3.34,65.03 ± 2.14 / 53.47 ± 2.29,9.79 ± 3.96 / 41.30 ± 5.40,70.26 ± 5.37 / 53.45 ± 3.92,-,45.15 ± 1.31 / 57.61 ± 1.34,39.57 ± 1.35 / 52.82 ± 1.39,16.0.0.dev0,16.0.0.dev0,16.0.0.dev0,16.0.0.dev0,-,16.0.0.dev0,16.0.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-8B-2509'>swiss-ai/Apertus-8B-2509</a>,🧠,-,N/A,8053338176.0,131072.0,65536.0,✓,✗,(✓),✗,25.36 ± 4.37 / 41.97 ± 5.36,31.21 ± 4.07 / 33.19 ± 2.82,11.69 ± 2.57 / 50.04 ± 4.68,68.96 ± 1.22 / 50.71 ± 1.26,-,38.99 ± 1.25 / 53.41 ± 1.12,21.39 ± 1.05 / 35.87 ± 1.47,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,-,15.16.0.dev0,15.16.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-8B-Instruct-2509'>swiss-ai/Apertus-8B-Instruct-2509</a>,📝,-,?,8053338176.0,131072.0,65536.0,✗,✗,(✓),✗,54.89 ± 1.09 / 68.80 ± 0.68,44.29 ± 3.82 / 33.40 ± 1.97,25.00 ± 1.89 / 61.64 ± 1.31,69.60 ± 0.62 / 51.12 ± 0.89,-,38.67 ± 0.97 / 53.95 ± 0.72,39.98 ± 0.53 / 53.89 ± 0.47,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,-,15.16.0.dev0,15.16.0.dev0
<a href='https://hf.co/tencent/Hunyuan-1.8B-Instruct'>tencent/Hunyuan-1.8B-Instruct</a>,🤔,-,?,1791080448.0,120818.0,262144.0,✓,✗,(✓),✓,37.28 ± 2.17 / 57.11 ± 1.56,40.51 ± 2.09 / 31.37 ± 1.50,2.47 ± 1.95 / 47.73 ± 0.67,26.84 ± 0.91 / 0.00 ± 0.00,-,0.00 ± 0.00 / 23.13 ± 0.57,0.00 ± 0.00 / 26.00 ± 0.69,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,-,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/tiiuae/Falcon3-7B-Base'>tiiuae/Falcon3-7B-Base</a>,🧠,-,N/A,7455550464.0,131072.0,32768.0,✓,✗,(✓),✓,50.74 ± 2.73 / 61.51 ± 4.00,59.12 ± 3.52 / 44.73 ± 1.73,6.50 ± 2.72 / 37.93 ± 2.25,67.33 ± 0.94 / 50.72 ± 1.79,-,34.54 ± 1.44 / 50.07 ± 1.09,18.98 ± 1.91 / 37.91 ± 1.42,15.7.2.dev0,15.7.2.dev0,15.7.2.dev0,15.7.2.dev0,-,15.7.2.dev0,15.7.2.dev0
<a href='https://hf.co/tiiuae/falcon-11B'>tiiuae/falcon-11B</a>,📝,-,?,11102822400.0,65024.0,8192.0,✓,✗,(✓),✓,59.88 ± 1.56 / 72.13 ± 1.69,56.97 ± 3.23 / 47.26 ± 2.36,16.44 ± 2.59 / 50.77 ± 3.70,36.27 ± 9.89 / 21.63 ± 9.05,-,29.87 ± 1.25 / 47.16 ± 0.95,30.24 ± 2.84 / 46.96 ± 2.20,15.3.1,15.3.1,15.3.1,15.3.1,-,15.3.1,15.3.1
<a href='https://hf.co/timpal0l/Mistral-7B-v0.1-flashback-v2'>timpal0l/Mistral-7B-v0.1-flashback-v2</a>,📝,-,?,7241732096.0,32000.0,32768.0,✓,✗,(✓),✗,3.54 ± 2.23 / 17.37 ± 0.80,56.62 ± 2.30 / 42.62 ± 2.48,0.64 ± 1.41 / 35.75 ± 2.56,20.14 ± 2.26 / 0.03 ± 0.02,-,0.83 ± 0.81 / 25.83 ± 0.83,-0.11 ± 0.65 / 24.99 ± 0.99,15.6.1.dev0,15.6.1.dev0,15.6.1.dev0,15.6.1.dev0,-,15.6.1.dev0,15.6.1.dev0
<a href='https://hf.co/upstage/SOLAR-10.7B-v1.0'>upstage/SOLAR-10.7B-v1.0</a>,🧠,-,N/A,10731524096.0,32000.0,4096.0,✓,✗,(✓),✗,51.57 ± 2.64 / 58.42 ± 3.78,75.28 ± 1.45 / 61.62 ± 1.81,24.13 ± 2.65 / 59.35 ± 2.71,77.48 ± 0.73 / 60.37 ± 1.87,-,38.00 ± 1.25 / 53.20 ± 0.99,58.23 ± 1.90 / 67.98 ± 1.54,15.3.1,15.3.1,15.3.1,15.3.1,-,15.3.1,15.3.1
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct</a>,🤔,-,?,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,47.00 ± 1.36 / 64.29 ± 0.93,54.78 ± 1.65 / 37.17 ± 1.55,25.77 ± 1.29 / 62.04 ± 0.76,40.92 ± 0.30 / 0.00 ± 0.00,-,0.00 ± 0.00 / 23.13 ± 0.57,0.00 ± 0.00 / 26.00 ± 0.69,16.13.0.dev0,16.13.0.dev0,16.13.0.dev0,16.13.0.dev0,-,16.13.0.dev0,16.13.0.dev0
<a href='https://ollama.com/library/phi4:14b-q4_K_M'>ollama_chat/phi4:14b-q4_K_M (val)</a>,📝,-,?,14700000000.0,100352.0,16384.0,✓,✗,✗,✓,62.91 ± 1.86 / 73.91 ± 1.36,73.54 ± 2.42 / 62.83 ± 3.27,40.57 ± 3.38 / 67.59 ± 2.86,73.52 ± 0.95 / 47.84 ± 2.05,-,60.83 ± 2.16 / 70.55 ± 1.70,66.99 ± 2.58 / 74.80 ± 1.85,15.3.0.dev0,15.3.0.dev0,15.3.0.dev0,15.3.0.dev0,-,15.3.0.dev0,15.3.0.dev0
<a href='https://hf.co/sentence-transformers/stsb-xlm-r-multilingual'>sentence-transformers/stsb-xlm-r-multilingual</a>,🔍,-,N/A,278044162.0,250002.0,512.0,✓,✗,(✓),✗,49.33 ± 2.26 / 66.10 ± 1.49,80.08 ± 1.23 / 70.49 ± 1.16,2.91 ± 1.88 / 49.37 ± 2.12,9.49 ± 0.36 / 4.82 ± 0.40,-,-,-,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,-,-,-
<a href='https://hf.co/setu4993/LaBSE'>setu4993/LaBSE</a>,🔍,-,N/A,470927360.0,501153.0,512.0,✓,✗,(✓),✗,48.44 ± 3.22 / 65.36 ± 2.15,89.91 ± 0.67 / 80.15 ± 0.68,9.37 ± 9.19 / 54.19 ± 4.53,43.16 ± 1.72 / 31.21 ± 1.43,-,-,-,15.3.1,15.3.1,15.3.1.dev0,15.3.1.dev0,-,-,-
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct</a>,📝,-,3.33,11168796672.0,32128.0,32768.0,✓,✓,(✓),✓,57.51 ± 1.70 / 71.30 ± 1.20,68.18 ± 1.99 / 55.72 ± 1.92,21.82 ± 2.75 / 58.10 ± 2.28,73.29 ± 0.64 / 53.13 ± 1.80,-,41.66 ± 1.00 / 56.25 ± 0.72,62.52 ± 0.85 / 71.83 ± 0.65,15.3.1,15.3.1,15.3.1,15.3.1,-,15.3.1,15.3.1
<a href='https://hf.co/speakleash/Bielik-4.5B-v3.0-Instruct'>speakleash/Bielik-4.5B-v3.0-Instruct</a>,📝,-,31.44,4757260288.0,32000.0,32768.0,✓,✗,(✓),✓,53.57 ± 1.87 / 68.89 ± 1.34,59.92 ± 1.07 / 37.61 ± 1.51,0.00 ± 0.00 / 33.36 ± 0.27,65.64 ± 1.53 / 45.81 ± 1.70,-,37.20 ± 0.77 / 52.88 ± 0.57,47.42 ± 1.37 / 59.88 ± 1.11,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,-,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v3-Base-20250730'>speakleash/Bielik-11B-v3-Base-20250730</a>,🧠,-,N/A,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,22.08 ± 4.13 / 29.59 ± 3.76,73.58 ± 1.47 / 59.12 ± 1.77,18.48 ± 6.24 / 46.50 ± 5.68,73.73 ± 2.37 / 56.78 ± 2.70,-,40.57 ± 1.54 / 54.92 ± 1.23,15.32 ± 2.86 / 35.36 ± 2.21,16.10.0,16.10.0,16.10.0,16.10.0,-,16.10.0,16.10.0
<a href='https://hf.co/speakleash/Bielik-11B-v3.0-Instruct'>speakleash/Bielik-11B-v3.0-Instruct</a>,📝,-,27.92,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,61.54 ± 2.06 / 72.60 ± 1.74,76.71 ± 1.14 / 58.51 ± 1.61,25.07 ± 8.05 / 48.85 ± 6.46,20.24 ± 0.69 / 0.00 ± 0.00,-,52.80 ± 1.15 / 64.60 ± 0.87,58.60 ± 1.67 / 68.76 ± 1.29,16.10.0,16.10.0,16.10.0,16.10.0,-,16.10.0,16.10.0
<a href='https://hf.co/speakleash/Bielik-11B-v2.6-Instruct'>speakleash/Bielik-11B-v2.6-Instruct</a>,📝,-,0.45,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,58.07 ± 1.87 / 71.58 ± 1.33,68.76 ± 1.80 / 50.02 ± 2.22,0.00 ± 0.00 / 33.36 ± 0.27,18.50 ± 0.91 / 0.25 ± 0.38,-,42.96 ± 1.21 / 57.08 ± 0.90,51.39 ± 1.74 / 63.36 ± 1.36,16.10.0,16.10.0,16.10.0,16.10.0,-,16.10.0,16.10.0
<a href='https://ollama.com/library/hf.co'>ollama_chat/hf.co/google/gemma-3-4b-it-qat-q4_0-gguf</a>,📝,-,?,3880099328.0,?,131072.0,✓,✗,✗,✓,59.14 ± 1.39 / 71.82 ± 1.38,61.51 ± 2.51 / 43.30 ± 1.76,18.95 ± 2.72 / 56.95 ± 1.92,63.10 ± 0.64 / 41.59 ± 0.65,-,29.44 ± 0.93 / 45.41 ± 0.77,18.32 ± 2.25 / 36.47 ± 2.28,15.6.1,15.6.1,15.6.1,15.6.1,-,15.6.1,15.6.1
<a href='https://ollama.com/library/gemma3:27b-it-q4_K_M'>ollama_chat/gemma3:27b-it-q4_K_M (val)</a>,📝,-,?,27400000000.0,262144.0,128000.0,✓,✗,✗,✓,65.74 ± 2.34 / 75.48 ± 1.54,75.86 ± 1.84 / 61.97 ± 3.17,17.89 ± 4.89 / 53.53 ± 2.48,75.45 ± 1.46 / 55.83 ± 1.59,-,62.80 ± 2.55 / 72.07 ± 1.93,66.31 ± 2.44 / 74.18 ± 1.83,15.3.0.dev0,15.3.0.dev0,15.3.0.dev0,15.3.0.dev0,-,15.3.0.dev0,15.3.0.dev0
<a href='https://hf.co/mistralai/Magistral-Small-2509'>mistralai/Magistral-Small-2509</a>,📝,-,?,24011361280.0,131072.0,8192.0,✓,✗,(✓),✓,64.79 ± 2.30 / 75.17 ± 2.07,81.32 ± 0.95 / 64.94 ± 1.39,27.42 ± 4.06 / 61.18 ± 3.27,76.71 ± 1.16 / 59.81 ± 1.71,-,65.94 ± 0.95 / 74.39 ± 0.69,76.37 ± 1.02 / 82.21 ± 0.77,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,-,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-1.7B'>utter-project/EuroLLM-1.7B</a>,🧠,-,N/A,?,128000.0,4096.0,✓,✗,(✓),✓,25.75 ± 7.05 / 33.51 ± 6.23,28.38 ± 6.31 / 27.33 ± 4.60,1.23 ± 2.02 / 38.07 ± 3.27,52.23 ± 1.92 / 39.10 ± 1.02,-,0.34 ± 1.26 / 23.63 ± 0.66,-0.81 ± 1.33 / 25.13 ± 1.04,15.2.0.dev0,15.2.0.dev0,15.2.0.dev0,15.2.0.dev0,-,15.2.0.dev0,15.2.0.dev0
<a href='https://hf.co/mistralai/Ministral-8B-Instruct-2410'>mistralai/Ministral-8B-Instruct-2410</a>,📝,-,?,8019808256.0,131072.0,32768.0,✓,✗,(✓),✓,57.06 ± 1.14 / 70.23 ± 1.22,59.63 ± 1.88 / 46.27 ± 2.23,13.00 ± 3.90 / 38.83 ± 2.82,71.93 ± 0.65 / 54.95 ± 0.66,-,37.66 ± 1.01 / 51.63 ± 0.77,52.41 ± 1.21 / 62.36 ± 1.06,15.7.1.dev0,15.7.1.dev0,15.7.1.dev0,15.7.2.dev0,-,15.7.2.dev0,15.7.2.dev0
<a href='https://hf.co/mistralai/Mistral-7B-Instruct-v0.2'>mistralai/Mistral-7B-Instruct-v0.2</a>,📝,-,?,7241732096.0,32000.0,32768.0,✗,✗,(✓),✓,51.36 ± 1.13 / 67.53 ± 0.77,50.18 ± 2.09 / 36.69 ± 2.59,17.97 ± 1.57 / 57.84 ± 1.23,51.20 ± 1.52 / 26.58 ± 2.36,-,28.08 ± 0.89 / 44.56 ± 0.64,26.75 ± 1.24 / 43.76 ± 1.02,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,-,15.3.1.dev0,15.3.1.dev0
<a href='https://hf.co/mistralai/Mistral-7B-v0.1'>mistralai/Mistral-7B-v0.1</a>,🧠,-,N/A,7241732096.0,32000.0,4096.0,✓,✗,(✓),✓,51.01 ± 2.54 / 65.92 ± 2.54,64.12 ± 3.76 / 52.83 ± 3.17,14.24 ± 3.30 / 55.71 ± 2.25,69.81 ± 1.55 / 53.76 ± 2.11,-,28.79 ± 0.89 / 46.13 ± 0.63,13.63 ± 2.14 / 34.63 ± 1.78,15.2.0.dev0,15.2.0.dev0,15.2.0.dev0,15.2.0.dev0,-,15.2.0.dev0,15.2.0.dev0
<a href='https://hf.co/mistralai/Mistral-7B-v0.3'>mistralai/Mistral-7B-v0.3</a>,🧠,-,N/A,7248023552.0,32768.0,32768.0,✓,✗,(✓),✓,51.18 ± 2.07 / 63.91 ± 2.37,59.23 ± 4.79 / 50.44 ± 3.74,13.47 ± 3.21 / 53.64 ± 2.80,69.12 ± 1.58 / 54.18 ± 1.75,-,28.29 ± 0.98 / 45.46 ± 0.76,15.66 ± 2.63 / 35.78 ± 2.22,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,-,15.3.1.dev0,15.3.1.dev0
<a href='https://hf.co/meta-llama/Llama-4-Scout-17B-16E-Instruct'>meta-llama/Llama-4-Scout-17B-16E-Instruct</a>,📝,-,?,108641793536.0,200000.0,?,✓,✗,(✓),✓,64.65 ± 1.24 / 74.62 ± 1.13,77.36 ± 1.24 / 63.54 ± 1.94,30.01 ± 2.68 / 58.92 ± 2.94,67.11 ± 0.99 / 35.94 ± 2.17,-,68.21 ± 0.77 / 76.15 ± 0.58,74.71 ± 1.08 / 81.04 ± 0.80,15.13.0,15.13.0,15.13.0,15.13.0,-,15.13.0,15.13.0
<a href='https://hf.co/meta-llama/Llama-4-Scout-17B-16E'>meta-llama/Llama-4-Scout-17B-16E</a>,📝,-,?,108641793536.0,200000.0,?,✓,✗,(✓),✓,56.63 ± 1.69 / 67.20 ± 2.98,78.84 ± 1.24 / 66.89 ± 1.83,11.92 ± 3.15 / 53.07 ± 2.47,23.01 ± 7.21 / 0.04 ± 0.05,-,61.66 ± 1.52 / 71.06 ± 1.20,61.52 ± 1.92 / 70.36 ± 1.62,15.9.2,15.9.2,15.9.2,15.9.2,-,15.9.2,15.9.2
<a href='https://hf.co/meta-llama/Meta-Llama-3-70B-Instruct'>meta-llama/Meta-Llama-3-70B-Instruct</a>,📝,-,?,70553706496.0,128256.0,8192.0,✓,✗,(✓),✓,49.11 ± 0.82 / 49.45 ± 0.45,80.71 ± 0.98 / 61.33 ± 1.82,22.28 ± 1.86 / 54.39 ± 1.25,69.48 ± 0.92 / 41.65 ± 2.28,-,64.26 ± 0.86 / 73.14 ± 0.64,64.33 ± 1.33 / 72.75 ± 1.11,15.3.1,15.3.1,15.3.1,15.3.1,-,15.3.1,15.3.1
