<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-126m-instruct'>AI-Sweden-Models/gpt-sw3-126m-instruct (zero-shot)</a>,📝,-,186112512.0,64000.0,2048.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/CohereLabs/tiny-aya-water'>CohereLabs/tiny-aya-water</a>,📝,-,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-6.7b-v2-instruct'>AI-Sweden-Models/gpt-sw3-6.7b-v2-instruct (zero-shot)</a>,📝,-,7111057408.0,64000.0,2048.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/speakleash/Bielik-11B-v2.6-Instruct'>speakleash/Bielik-11B-v2.6-Instruct (zero-shot, val)</a>",📝,-,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#high (zero-shot)</a>,🤔,-,?,?,400000.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#high</a>,🤔,-,?,?,400000.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#none (val)</a>,🤔,-,?,?,400000.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#none (zero-shot)</a>,🤔,-,?,?,400000.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#none</a>,🤔,-,?,?,400000.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/CohereLabs/tiny-aya-global'>CohereLabs/tiny-aya-global</a>,📝,-,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#medium (val)</a>,🤔,-,?,?,400000.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/ibm-granite/granite-4.0-micro'>ibm-granite/granite-4.0-micro (val)</a>,📝,-,3402836480.0,100352.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#medium</a>,🤔,-,?,?,400000.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/CohereLabs/tiny-aya-global'>CohereLabs/tiny-aya-global (zero-shot)</a>,📝,-,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#low (val)</a>,🤔,-,?,?,400000.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#low (zero-shot)</a>,🤔,-,?,?,400000.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#low</a>,🤔,-,?,?,400000.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/CohereLabs/tiny-aya-global'>CohereLabs/tiny-aya-global (zero-shot, val)</a>",📝,-,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#high (val)</a>,🤔,-,?,?,400000.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#high (zero-shot)</a>,🤔,-,?,?,400000.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#high</a>,🤔,-,?,?,400000.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/occiglot/occiglot-7b-eu5-instruct'>occiglot/occiglot-7b-eu5-instruct (zero-shot, val)</a>",📝,-,7241748480.0,32002.0,32768.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/occiglot/occiglot-7b-eu5-instruct'>occiglot/occiglot-7b-eu5-instruct (val)</a>,📝,-,7241748480.0,32002.0,32768.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#high (val)</a>,🤔,-,?,?,400000.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-6.7b-v2-instruct'>AI-Sweden-Models/gpt-sw3-6.7b-v2-instruct (val)</a>,📝,-,7111057408.0,64000.0,2048.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#low</a>,🤔,-,?,?,400000.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#low (val)</a>,🤔,-,?,?,400000.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/speakleash/Bielik-11B-v2.6-Instruct'>speakleash/Bielik-11B-v2.6-Instruct (val)</a>,📝,-,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-6.7b-v2-instruct'>AI-Sweden-Models/gpt-sw3-6.7b-v2-instruct (zero-shot, val)</a>",📝,-,7111057408.0,64000.0,2048.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct (zero-shot, val)</a>",📝,-,11168796672.0,32128.0,32768.0,✓,✓,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct (zero-shot)</a>,📝,-,11168796672.0,32128.0,32768.0,✓,✓,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/AIDC-AI/Marco-Mini-Global-Base'>AIDC-AI/Marco-Mini-Global-Base</a>,📝,-,17406164992.0,151936.0,32768.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/AIDC-AI/Marco-Mini-Global-Base'>AIDC-AI/Marco-Mini-Global-Base (zero-shot)</a>,📝,-,17406164992.0,151936.0,32768.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/speakleash/Bielik-1.5B-v3.0-Instruct'>speakleash/Bielik-1.5B-v3.0-Instruct (zero-shot, val)</a>",📝,-,1596507648.0,32000.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/speakleash/Bielik-1.5B-v3.0-Instruct'>speakleash/Bielik-1.5B-v3.0-Instruct (val)</a>,📝,-,1596507648.0,32000.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/speakleash/Bielik-1.5B-v3.0-Instruct'>speakleash/Bielik-1.5B-v3.0-Instruct (zero-shot)</a>,📝,-,1596507648.0,32000.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/AIDC-AI/Marco-Mini-Global-Base'>AIDC-AI/Marco-Mini-Global-Base (zero-shot, val)</a>",📝,-,17406164992.0,151936.0,32768.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/BSC-LT/salamandra-7b-instruct'>BSC-LT/salamandra-7b-instruct (zero-shot)</a>,📝,-,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/BSC-LT/salamandra-7b-instruct'>BSC-LT/salamandra-7b-instruct (val)</a>,📝,-,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#none (val)</a>,🤔,-,?,?,400000.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#none (zero-shot)</a>,🤔,-,?,?,400000.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#none</a>,🤔,-,?,?,400000.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#medium (val)</a>,🤔,-,?,?,400000.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#medium (zero-shot)</a>,🤔,-,?,?,400000.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#medium</a>,🤔,-,?,?,400000.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/BSC-LT/salamandra-7b-instruct'>BSC-LT/salamandra-7b-instruct (zero-shot, val)</a>",📝,-,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#low (zero-shot)</a>,🤔,-,?,?,400000.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/ibm-granite/granite-4.0-micro'>ibm-granite/granite-4.0-micro (zero-shot)</a>,📝,-,3402836480.0,100352.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/Qwen/Qwen3.5-0.8B'>Qwen/Qwen3.5-0.8B (zero-shot, val)</a>",📝,-,873436192.0,248044.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/ibm-granite/granite-4.0-h-tiny'>ibm-granite/granite-4.0-h-tiny (zero-shot, val)</a>",📝,-,6939037248.0,100352.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/baidu/ERNIE-4.5-0.3B-PT'>baidu/ERNIE-4.5-0.3B-PT (val)</a>,📝,-,?,103424.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/baidu/ERNIE-4.5-0.3B-PT'>baidu/ERNIE-4.5-0.3B-PT (zero-shot)</a>,📝,-,?,103424.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/arcee-ai/Trinity-Nano-Preview'>arcee-ai/Trinity-Nano-Preview (zero-shot, val)</a>",📝,-,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/arcee-ai/Trinity-Nano-Preview'>arcee-ai/Trinity-Nano-Preview (val)</a>,📝,-,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/arcee-ai/Trinity-Nano-Preview'>arcee-ai/Trinity-Nano-Preview (zero-shot)</a>,📝,-,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/arcee-ai/Trinity-Nano-Base'>arcee-ai/Trinity-Nano-Base (zero-shot, val)</a>",📝,-,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/arcee-ai/Trinity-Nano-Base'>arcee-ai/Trinity-Nano-Base (val)</a>,📝,-,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/arcee-ai/Trinity-Nano-Base'>arcee-ai/Trinity-Nano-Base (zero-shot)</a>,📝,-,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/Qwen/Qwen3-14B'>Qwen/Qwen3-14B#no-thinking (val)</a>,📝,-,14768307200.0,151936.0,40960.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/arcee-ai/Trinity-Mini-Base'>arcee-ai/Trinity-Mini-Base (zero-shot, val)</a>",📝,-,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/arcee-ai/Trinity-Mini-Base'>arcee-ai/Trinity-Mini-Base (val)</a>,📝,-,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/arcee-ai/Trinity-Mini-Base'>arcee-ai/Trinity-Mini-Base (zero-shot)</a>,📝,-,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/arcee-ai/AFM-4.5B'>arcee-ai/AFM-4.5B (zero-shot, val)</a>",📝,-,4619189760.0,128005.0,65536.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/arcee-ai/AFM-4.5B'>arcee-ai/AFM-4.5B (val)</a>,📝,-,4619189760.0,128005.0,65536.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/arcee-ai/AFM-4.5B'>arcee-ai/AFM-4.5B (zero-shot)</a>,📝,-,4619189760.0,128005.0,65536.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/Qwen/Qwen3-14B'>Qwen/Qwen3-14B#no-thinking (zero-shot, val)</a>",📝,-,14768307200.0,151936.0,40960.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct'>allenai/Olmo-3.1-32B-Instruct (zero-shot, val)</a>",📝,-,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct'>allenai/Olmo-3.1-32B-Instruct (val)</a>,📝,-,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct'>allenai/Olmo-3.1-32B-Instruct (zero-shot)</a>,📝,-,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/baidu/ERNIE-4.5-0.3B-PT'>baidu/ERNIE-4.5-0.3B-PT (zero-shot, val)</a>",📝,-,?,103424.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/Qwen/Qwen3-30B-A3B-Instruct-2507'>Qwen/Qwen3-30B-A3B-Instruct-2507 (zero-shot)</a>,📝,-,30532122624.0,151936.0,262144.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/Qwen/Qwen3-14B'>Qwen/Qwen3-14B#no-thinking (zero-shot)</a>,📝,-,14768307200.0,151936.0,40960.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/baidu/ERNIE-4.5-21B-A3B-PT'>baidu/ERNIE-4.5-21B-A3B-PT (val)</a>,📝,-,21948655808.0,103424.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-8B'>deepcogito/cogito-v1-preview-llama-8B (zero-shot, val)</a>",📝,-,8030261248.0,128256.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-8B'>deepcogito/cogito-v1-preview-llama-8B (val)</a>,📝,-,8030261248.0,128256.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-8B'>deepcogito/cogito-v1-preview-llama-8B (zero-shot)</a>,📝,-,8030261248.0,128256.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking (zero-shot)</a>,📝,-,751632384.0,151936.0,40960.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking (val)</a>,📝,-,751632384.0,151936.0,40960.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-3B'>deepcogito/cogito-v1-preview-llama-3B (zero-shot, val)</a>",📝,-,3606752256.0,128256.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-3B'>deepcogito/cogito-v1-preview-llama-3B (val)</a>,📝,-,3606752256.0,128256.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-3B'>deepcogito/cogito-v1-preview-llama-3B (zero-shot)</a>,📝,-,3606752256.0,128256.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-6 (val)</a>,🤔,-,?,?,?,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-6 (zero-shot)</a>,🤔,-,?,?,?,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-6</a>,🤔,-,?,?,?,✓,✗,✗,✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking (zero-shot, val)</a>",📝,-,751632384.0,151936.0,40960.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-5-20250929#no-thinking (val)</a>,📝,-,?,?,200000.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-5-20250929#no-thinking (zero-shot)</a>,📝,-,?,?,200000.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-5-20250929#no-thinking</a>,📝,-,?,?,200000.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B#no-thinking (zero-shot)</a>,📝,-,2031739904.0,151936.0,40960.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B#no-thinking (val)</a>,📝,-,2031739904.0,151936.0,40960.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B#no-thinking (zero-shot, val)</a>",📝,-,2031739904.0,151936.0,40960.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/baidu/ERNIE-4.5-21B-A3B-PT'>baidu/ERNIE-4.5-21B-A3B-PT (zero-shot, val)</a>",📝,-,21948655808.0,103424.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/baidu/ERNIE-4.5-21B-A3B-PT'>baidu/ERNIE-4.5-21B-A3B-PT (zero-shot)</a>,📝,-,21948655808.0,103424.0,131072.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-SFT'>allenai/Olmo-3.1-32B-Instruct-SFT (zero-shot, val)</a>",📝,-,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-SFT'>allenai/Olmo-3.1-32B-Instruct-SFT (val)</a>,📝,-,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-SFT'>allenai/Olmo-3.1-32B-Instruct-SFT (zero-shot)</a>,📝,-,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-SFT'>allenai/Llama-3.1-Tulu-3-8B-SFT (zero-shot)</a>,📝,-,8030326784.0,128264.0,131072.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B#no-thinking (zero-shot, val)</a>",📝,-,4022468096.0,151936.0,40960.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/Unbabel/Tower-Plus-9B'>Unbabel/Tower-Plus-9B (zero-shot, val)</a>",📝,-,9241705984.0,256000.0,8192.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/Unbabel/Tower-Plus-9B'>Unbabel/Tower-Plus-9B (zero-shot)</a>,📝,-,9241705984.0,256000.0,8192.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/Unbabel/Tower-Plus-9B'>Unbabel/Tower-Plus-9B</a>,📝,-,9241705984.0,256000.0,8192.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B#no-thinking (zero-shot)</a>,📝,-,8190735360.0,151936.0,40960.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/Unbabel/Tower-Plus-72B'>Unbabel/Tower-Plus-72B (zero-shot, val)</a>",📝,-,72706203648.0,152064.0,32768.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/Unbabel/Tower-Plus-72B'>Unbabel/Tower-Plus-72B (zero-shot)</a>,📝,-,72706203648.0,152064.0,32768.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/Unbabel/Tower-Plus-72B'>Unbabel/Tower-Plus-72B</a>,📝,-,72706203648.0,152064.0,32768.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B#no-thinking (val)</a>,📝,-,8190735360.0,151936.0,40960.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/Unbabel/Tower-Plus-2B'>Unbabel/Tower-Plus-2B (zero-shot, val)</a>",📝,-,2614341888.0,256000.0,8192.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/Unbabel/Tower-Plus-2B'>Unbabel/Tower-Plus-2B (zero-shot)</a>,📝,-,2614341888.0,256000.0,8192.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
<a href='https://hf.co/Unbabel/Tower-Plus-2B'>Unbabel/Tower-Plus-2B</a>,📝,-,2614341888.0,256000.0,8192.0,✗,✗,(✓),✗,-,-,-,-,-,-,-,-
"<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B#no-thinking (zero-shot, val)</a>",📝,-,8190735360.0,151936.0,40960.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/Qwen/Qwen3.5-0.8B'>Qwen/Qwen3.5-0.8B</a>,📝,-,873436192.0,248044.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/Qwen/Qwen3.5-0.8B'>Qwen/Qwen3.5-0.8B (zero-shot)</a>,📝,-,873436192.0,248044.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/Qwen/Qwen3.5-2B'>Qwen/Qwen3.5-2B (zero-shot, val)</a>",📝,-,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/Qwen/Qwen3.5-2B'>Qwen/Qwen3.5-2B (zero-shot)</a>,📝,-,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/Qwen/Qwen3.5-2B'>Qwen/Qwen3.5-2B</a>,📝,-,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-SFT'>allenai/Llama-3.1-Tulu-3-8B-SFT (val)</a>,📝,-,8030326784.0,128264.0,131072.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-SFT'>allenai/Llama-3.1-Tulu-3-8B-SFT (zero-shot, val)</a>",📝,-,8030326784.0,128264.0,131072.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B#no-thinking (val)</a>,📝,-,4022468096.0,151936.0,40960.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/allenai/OLMo-2-0325-32B-Instruct'>allenai/OLMo-2-0325-32B-Instruct (zero-shot)</a>,📝,-,32234279936.0,100352.0,4096.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/Qwen/Qwen3-30B-A3B-Instruct-2507'>Qwen/Qwen3-30B-A3B-Instruct-2507 (val)</a>,📝,-,30532122624.0,151936.0,262144.0,✓,✗,✗,✓,-,-,-,-,-,-,-,-
"<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-DPO'>allenai/Olmo-3.1-32B-Instruct-DPO (zero-shot, val)</a>",📝,-,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-DPO'>allenai/Olmo-3.1-32B-Instruct-DPO (val)</a>,📝,-,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-DPO'>allenai/Olmo-3.1-32B-Instruct-DPO (zero-shot)</a>,📝,-,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,-
