<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,,,
Model,Type,Rank,Parameters,Vocabulary,Context,Commercial,Merge,Open,Trained from scratch,Danish,Norwegian,Swedish
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-1.3b'>AI-Sweden-Models/gpt-sw3-1.3b</a>,🧠,-,1444532224.0,64000.0,2048.0,✓,✗,(✓),✗,3.77,-,3.78
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-126m-instruct'>AI-Sweden-Models/gpt-sw3-126m-instruct (zero-shot)</a>,📝,-,186112512.0,64000.0,2048.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-126m-instruct'>AI-Sweden-Models/gpt-sw3-126m-instruct (val)</a>,📝,-,186112512.0,64000.0,2048.0,✓,✗,(✓),✗,-,-,-
"<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-126m-instruct'>AI-Sweden-Models/gpt-sw3-126m-instruct (zero-shot, val)</a>",📝,-,186112512.0,64000.0,2048.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-20b'>AI-Sweden-Models/gpt-sw3-20b</a>,🧠,-,20918423552.0,64000.0,2048.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-356m-instruct'>AI-Sweden-Models/gpt-sw3-356m-instruct (zero-shot)</a>,📝,-,470607872.0,64000.0,2048.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-356m-instruct'>AI-Sweden-Models/gpt-sw3-356m-instruct (val)</a>,📝,-,470607872.0,64000.0,2048.0,✓,✗,(✓),✗,-,-,-
"<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-356m-instruct'>AI-Sweden-Models/gpt-sw3-356m-instruct (zero-shot, val)</a>",📝,-,470607872.0,64000.0,2048.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-40b'>AI-Sweden-Models/gpt-sw3-40b</a>,🧠,-,39926513664.0,64000.0,2048.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-6.7b-v2-instruct'>AI-Sweden-Models/gpt-sw3-6.7b-v2-instruct</a>,📝,-,7111057408.0,64000.0,2048.0,✓,✗,(✓),✗,3.80,-,3.18
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-6.7b-v2-instruct'>AI-Sweden-Models/gpt-sw3-6.7b-v2-instruct (zero-shot)</a>,📝,-,7111057408.0,64000.0,2048.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-6.7b-v2-instruct'>AI-Sweden-Models/gpt-sw3-6.7b-v2-instruct (val)</a>,📝,-,7111057408.0,64000.0,2048.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/DiscoResearch/DiscoLM-70b'>DiscoResearch/DiscoLM-70b</a>,🧠,-,68977172480.0,32032.0,8192.0,✗,✗,(✓),✗,-,3.32,-
<a href='https://hf.co/EuroBERT/EuroBERT-2.1B'>EuroBERT/EuroBERT-2.1B</a>,🔍,-,2403092736.0,128256.0,8192.0,✓,✗,(✓),✓,-,-,-
<a href='https://hf.co/FacebookAI/xlm-roberta-large'>FacebookAI/xlm-roberta-large</a>,🔍,-,561192082.0,250002.0,512.0,✓,✗,(✓),✓,2.22,-,1.79
<a href='https://hf.co/Geotrend/distilbert-base-25lang-cased'>Geotrend/distilbert-base-25lang-cased</a>,🔍,-,108867577.0,84985.0,512.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/LGAI-EXAONE/EXAONE-4.0-32B'>LGAI-EXAONE/EXAONE-4.0-32B (zero-shot)</a>,📝,-,32003216384.0,102400.0,131072.0,✗,✗,(✓),✗,-,-,-
"<a href='https://hf.co/LGAI-EXAONE/EXAONE-4.0-32B'>LGAI-EXAONE/EXAONE-4.0-32B (zero-shot, val)</a>",📝,-,32003216384.0,102400.0,131072.0,✗,✗,(✓),✗,-,-,-
<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B (zero-shot)</a>,📝,-,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,-,-,-
<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B (val)</a>,📝,-,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,-,-,-
"<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B (zero-shot, val)</a>",📝,-,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,-,-,-
<a href='https://hf.co/LiquidAI/LFM2-2.6B'>LiquidAI/LFM2-2.6B (zero-shot)</a>,📝,-,2569272320.0,65536.0,128000.0,✗,✗,(✓),✓,-,-,-
<a href='https://hf.co/LiquidAI/LFM2-2.6B'>LiquidAI/LFM2-2.6B (val)</a>,📝,-,2569272320.0,65536.0,128000.0,✗,✗,(✓),✓,-,-,-
"<a href='https://hf.co/LiquidAI/LFM2-2.6B'>LiquidAI/LFM2-2.6B (zero-shot, val)</a>",📝,-,2569272320.0,65536.0,128000.0,✗,✗,(✓),✓,-,-,-
<a href='https://hf.co/LiquidAI/LFM2-350M'>LiquidAI/LFM2-350M (zero-shot)</a>,📝,-,354483968.0,65536.0,128000.0,✗,✗,(✓),✓,-,-,-
<a href='https://hf.co/LiquidAI/LFM2-350M'>LiquidAI/LFM2-350M (val)</a>,📝,-,354483968.0,65536.0,128000.0,✗,✗,(✓),✓,-,-,-
"<a href='https://hf.co/LiquidAI/LFM2-350M'>LiquidAI/LFM2-350M (zero-shot, val)</a>",📝,-,354483968.0,65536.0,128000.0,✗,✗,(✓),✓,-,-,-
<a href='https://hf.co/LiquidAI/LFM2-700M'>LiquidAI/LFM2-700M (zero-shot)</a>,📝,-,742489344.0,65536.0,128000.0,✗,✗,(✓),✓,-,-,-
<a href='https://hf.co/LiquidAI/LFM2-700M'>LiquidAI/LFM2-700M (val)</a>,📝,-,742489344.0,65536.0,128000.0,✗,✗,(✓),✓,-,-,-
"<a href='https://hf.co/LiquidAI/LFM2-700M'>LiquidAI/LFM2-700M (zero-shot, val)</a>",📝,-,742489344.0,65536.0,128000.0,✗,✗,(✓),✓,-,-,-
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Base'>LiquidAI/LFM2.5-1.2B-Base (zero-shot)</a>,📝,-,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,-,-,-
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Base'>LiquidAI/LFM2.5-1.2B-Base (val)</a>,📝,-,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,-,-,-
"<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Base'>LiquidAI/LFM2.5-1.2B-Base (zero-shot, val)</a>",📝,-,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,-,-,-
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Instruct'>LiquidAI/LFM2.5-1.2B-Instruct (zero-shot)</a>,📝,-,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,-,-,-
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Instruct'>LiquidAI/LFM2.5-1.2B-Instruct (val)</a>,📝,-,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,-,-,-
"<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Instruct'>LiquidAI/LFM2.5-1.2B-Instruct (zero-shot, val)</a>",📝,-,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,-,-,-
<a href='https://hf.co/LumiOpen/Llama-Poro-2-70B-Instruct'>LumiOpen/Llama-Poro-2-70B-Instruct</a>,📝,-,70553706496.0,128256.0,8192.0,✓,✗,(✓),✗,-,1.70,-
<a href='https://hf.co/LumiOpen/Llama-Poro-2-70B-SFT'>LumiOpen/Llama-Poro-2-70B-SFT</a>,📝,-,70553706496.0,128256.0,8192.0,✓,✗,(✓),✗,-,1.61,-
<a href='https://hf.co/LumiOpen/Viking-13B'>LumiOpen/Viking-13B</a>,🧠,-,14030361600.0,131072.0,4096.0,✓,✗,✗,✓,-,-,-
<a href='https://hf.co/LGAI-EXAONE/EXAONE-4.0-32B'>LGAI-EXAONE/EXAONE-4.0-32B</a>,📝,-,32003216384.0,102400.0,131072.0,✗,✗,(✓),✗,-,-,-
<a href='https://hf.co/LumiOpen/Viking-33B'>LumiOpen/Viking-33B</a>,🧠,-,33119034368.0,131072.0,4096.0,✓,✗,✗,✓,-,2.74,-
<a href='https://hf.co/KBLab/sentence-bert-swedish-cased'>KBLab/sentence-bert-swedish-cased</a>,🔍,-,124691456.0,50325.0,512.0,✓,✗,(✓),✗,-,3.40,-
<a href='https://hf.co/KBLab/megatron-bert-large-swedish-cased-165k'>KBLab/megatron-bert-large-swedish-cased-165k</a>,🔍,-,369621120.0,64128.0,512.0,✓,✗,(✓),✗,-,2.60,-
<a href='https://hf.co/HPLT/hplt2c_dan_checkpoints'>HPLT/hplt2c_dan_checkpoints</a>,🧠,-,?,262272.0,2048.0,✓,✗,(✓),✗,-,4.30,-
<a href='https://hf.co/HPLT/hplt2c_isl_checkpoints'>HPLT/hplt2c_isl_checkpoints</a>,🧠,-,?,262272.0,2048.0,✓,✗,(✓),✗,-,4.31,-
<a href='https://hf.co/HPLT/hplt2c_nno_checkpoints'>HPLT/hplt2c_nno_checkpoints</a>,🧠,-,?,262272.0,2048.0,✓,✗,(✓),✗,-,4.41,-
<a href='https://hf.co/HPLT/hplt2c_nob_checkpoints'>HPLT/hplt2c_nob_checkpoints</a>,🧠,-,?,262272.0,2048.0,✓,✗,(✓),✗,-,4.14,-
<a href='https://hf.co/HPLT/hplt2c_swe_checkpoints'>HPLT/hplt2c_swe_checkpoints</a>,🧠,-,?,262272.0,2048.0,✓,✗,(✓),✗,-,4.10,-
<a href='https://hf.co/HuggingFaceTB/SmolLM2-1.7B-Instruct'>HuggingFaceTB/SmolLM2-1.7B-Instruct</a>,📝,-,1711376384.0,49152.0,8192.0,✓,✗,(✓),✓,-,-,-
<a href='https://hf.co/HuggingFaceTB/SmolLM2-1.7B'>HuggingFaceTB/SmolLM2-1.7B</a>,🧠,-,1711376384.0,49152.0,8192.0,✓,✗,(✓),✓,-,-,-
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct (zero-shot)</a>,📝,-,134515008.0,49152.0,8192.0,✓,✗,(✓),✓,-,-,-
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct (val)</a>,📝,-,134515008.0,49152.0,8192.0,✓,✗,(✓),✓,-,-,-
"<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct (zero-shot, val)</a>",📝,-,134515008.0,49152.0,8192.0,✓,✗,(✓),✓,-,-,-
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct (zero-shot)</a>,📝,-,361821120.0,49152.0,8192.0,✓,✗,(✓),✓,-,-,-
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct (val)</a>,📝,-,361821120.0,49152.0,8192.0,✓,✗,(✓),✓,-,-,-
"<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct (zero-shot, val)</a>",📝,-,361821120.0,49152.0,8192.0,✓,✗,(✓),✓,-,-,-
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B#no-thinking</a>,📝,-,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,3.03,-,-
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B#no-thinking (zero-shot)</a>,📝,-,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,-,-,-
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B#no-thinking (val)</a>,📝,-,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,-,-,-
"<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B#no-thinking (zero-shot, val)</a>",📝,-,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,-,-,-
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B</a>,🤔,-,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,-,2.58,-
<a href='https://hf.co/KBLab/bert-base-swedish-cased-alpha'>KBLab/bert-base-swedish-cased-alpha</a>,🔍,-,124445187.0,50002.0,512.0,✓,✗,(✓),✗,-,3.33,-
<a href='https://hf.co/KBLab/bert-base-swedish-cased-new'>KBLab/bert-base-swedish-cased-new</a>,🔍,-,135259392.0,64000.0,512.0,✓,✗,(✓),✗,-,2.95,-
<a href='https://hf.co/KBLab/bert-base-swedish-cased'>KBLab/bert-base-swedish-cased</a>,🔍,-,125333397.0,50325.0,512.0,✓,✗,(✓),✗,-,2.97,-
<a href='https://hf.co/KBLab/megatron-bert-base-swedish-cased-125k'>KBLab/megatron-bert-base-swedish-cased-125k</a>,🔍,-,135357824.0,64128.0,512.0,✓,✗,(✓),✗,-,2.87,-
<a href='https://hf.co/KBLab/megatron-bert-base-swedish-cased-600k'>KBLab/megatron-bert-base-swedish-cased-600k</a>,🔍,-,135357824.0,64128.0,512.0,✓,✗,(✓),✗,-,2.74,-
<a href='https://hf.co/KBLab/roberta-base-swedish-cased'>KBLab/roberta-base-swedish-cased</a>,🔍,-,125980419.0,52000.0,514.0,✓,✗,(✓),✗,-,3.34,-
<a href='https://hf.co/Qwen/Qwen3.5-27B-FP8'>Qwen/Qwen3.5-27B-FP8 (val)</a>,🤔,-,24699207680.0,248044.0,8192.0,✓,✗,(✓),✓,1.27,-,-
<a href='https://hf.co/Qwen/Qwen3.5-2B'>Qwen/Qwen3.5-2B</a>,📝,-,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,-,-,-
<a href='https://hf.co/Qwen/Qwen3.5-2B'>Qwen/Qwen3.5-2B (zero-shot)</a>,📝,-,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,-,-,-
<a href='https://hf.co/danish-foundation-models/gemma-3-1b-cpt-dynaword-full-v1'>danish-foundation-models/gemma-3-1b-cpt-dynaword-full-v1 (val)</a>,🧠,-,999885952.0,262144.0,4096.0,✓,✗,(✓),✗,3.18,-,-
<a href='https://hf.co/danish-foundation-models/munin-7b-alpha'>danish-foundation-models/munin-7b-alpha</a>,🧠,-,7241732096.0,32000.0,32768.0,✓,✗,✗,✓,2.37,-,-
<a href='https://hf.co/danish-foundation-models/munin-7b-alpha'>danish-foundation-models/munin-7b-alpha (val)</a>,🧠,-,7241732096.0,32000.0,32768.0,✓,✗,✗,✓,-,-,-
danish-foundation-models/munin-7b-core-it,📝,-,7002656768.0,64256.0,16384.0,✗,✗,✗,✓,2.85,-,-
danish-foundation-models/munin-7b-core-pt-2,🧠,-,7002656768.0,64256.0,16384.0,✗,✗,✗,✓,2.86,-,-
danish-foundation-models/munin-7b-core-pt-3,🧠,-,7002656768.0,64256.0,16384.0,✗,✗,✗,✓,2.84,-,-
danish-foundation-models/munin-7b-core-pt,🧠,-,7002656768.0,64256.0,16384.0,✗,✗,✗,✓,3.02,-,-
danish-foundation-models/munin-7b-open-it,📝,-,7002656768.0,64256.0,16384.0,✗,✗,✗,✓,3.40,-,-
danish-foundation-models/munin-7b-open-pt,🧠,-,7002656768.0,64256.0,16384.0,✗,✗,✗,✓,3.16,-,-
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-3B'>deepcogito/cogito-v1-preview-llama-3B (zero-shot)</a>,📝,-,3606752256.0,128256.0,131072.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/danish-foundation-models/gemma-3-1b-cpt-dynaword-full-v1'>danish-foundation-models/gemma-3-1b-cpt-dynaword-full-v1</a>,🧠,-,999885952.0,262144.0,4096.0,✓,✗,(✓),✗,3.21,-,-
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-3B'>deepcogito/cogito-v1-preview-llama-3B (val)</a>,📝,-,3606752256.0,128256.0,131072.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-8B'>deepcogito/cogito-v1-preview-llama-8B (zero-shot)</a>,📝,-,8030261248.0,128256.0,131072.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-8B'>deepcogito/cogito-v1-preview-llama-8B (val)</a>,📝,-,8030261248.0,128256.0,131072.0,✓,✗,(✓),✗,-,-,-
"<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-8B'>deepcogito/cogito-v1-preview-llama-8B (zero-shot, val)</a>",📝,-,8030261248.0,128256.0,131072.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-14B'>deepcogito/cogito-v1-preview-qwen-14B (zero-shot)</a>,📝,-,14765947904.0,151665.0,131072.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-14B'>deepcogito/cogito-v1-preview-qwen-14B (val)</a>,📝,-,14765947904.0,151665.0,131072.0,✓,✗,(✓),✗,-,-,-
"<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-14B'>deepcogito/cogito-v1-preview-qwen-14B (zero-shot, val)</a>",📝,-,14765947904.0,151665.0,131072.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-32B'>deepcogito/cogito-v1-preview-qwen-32B (zero-shot)</a>,📝,-,32759790592.0,151665.0,131072.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-32B'>deepcogito/cogito-v1-preview-qwen-32B (val)</a>,📝,-,32759790592.0,151665.0,131072.0,✓,✗,(✓),✗,-,-,-
"<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-32B'>deepcogito/cogito-v1-preview-qwen-32B (zero-shot, val)</a>",📝,-,32759790592.0,151665.0,131072.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/deepcogito/cogito-v2-preview-llama-70B'>deepcogito/cogito-v2-preview-llama-70B (zero-shot)</a>,📝,-,70553706496.0,128256.0,131072.0,✓,✗,(✓),✗,-,-,-
"<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-3B'>deepcogito/cogito-v1-preview-llama-3B (zero-shot, val)</a>",📝,-,3606752256.0,128256.0,131072.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/danish-foundation-models/encoder-large-v1'>danish-foundation-models/encoder-large-v1</a>,🔍,-,355139920.0,50000.0,512.0,✓,✗,(✓),✗,1.73,-,2.13
<a href='https://hf.co/danish-foundation-models/Meta-Llama-3.1-8B-laerebogen'>danish-foundation-models/Meta-Llama-3.1-8B-laerebogen (val)</a>,📝,-,8030261248.0,128256.0,131072.0,✗,✗,✗,✓,-,-,-
<a href='https://hf.co/danish-foundation-models/Meta-Llama-3.1-8B-laerebogen'>danish-foundation-models/Meta-Llama-3.1-8B-laerebogen (zero-shot)</a>,📝,-,8030261248.0,128256.0,131072.0,✗,✗,✗,✓,-,-,-
<a href='https://hf.co/birgermoell/Rapid-Cycling'>birgermoell/Rapid-Cycling (val)</a>,🧠,-,7241732096.0,32000.0,32768.0,✗,✓,(✓),✗,-,-,-
<a href='https://hf.co/birgermoell/WestLake-Munin-Cat-NorskGPT'>birgermoell/WestLake-Munin-Cat-NorskGPT (val)</a>,🧠,-,7241732096.0,32000.0,32768.0,✗,✓,(✓),✗,-,-,-
<a href='https://hf.co/bullerwins/Magistral-Small-2506-fp8'>bullerwins/Magistral-Small-2506-fp8</a>,🧠,-,23575680000.0,131072.0,32768.0,✓,✗,(✓),✗,-,1.65,-
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-5-haiku-20241022 (zero-shot, val)</a>",📝,-,?,?,200000.0,✓,✗,✗,✓,-,-,-
<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-5-haiku-20241022</a>,📝,-,?,?,200000.0,✓,✗,✗,✓,-,-,-
<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-5-haiku-20241022 (zero-shot)</a>,📝,-,?,?,200000.0,✓,✗,✗,✓,-,-,-
<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-5-haiku-20241022 (val)</a>,📝,-,?,?,200000.0,✓,✗,✗,✓,-,-,-
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-5-sonnet-20241022 (zero-shot, val)</a>",📝,-,?,?,200000.0,✓,✗,✗,✓,-,-,-
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-7-sonnet-20250219#no-thinking (zero-shot, val)</a>",📝,-,?,?,200000.0,✓,✗,✗,✓,-,1.63,-
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-7-sonnet-20250219#thinking (zero-shot, val)</a>",🤔,-,?,?,200000.0,✓,✗,✗,✓,-,1.44,-
<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-haiku-4-5-20251001</a>,🤔,-,?,?,200000.0,✓,✗,✗,✓,-,-,-
<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-haiku-4-5-20251001 (zero-shot)</a>,🤔,-,?,?,200000.0,✓,✗,✗,✓,-,-,-
<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-haiku-4-5-20251001 (val)</a>,🤔,-,?,?,200000.0,✓,✗,✗,✓,-,-,-
<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-5-20250929#no-thinking</a>,📝,-,?,?,200000.0,✓,✗,✗,✓,-,-,-
<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-5-20250929#no-thinking (zero-shot)</a>,📝,-,?,?,200000.0,✓,✗,✗,✓,-,-,-
<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-5-20250929#no-thinking (val)</a>,📝,-,?,?,200000.0,✓,✗,✗,✓,-,-,-
<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-6</a>,🤔,-,?,?,?,✓,✗,✗,✓,-,-,-
<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-6 (zero-shot)</a>,🤔,-,?,?,?,✓,✗,✗,✓,-,-,-
<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-6 (val)</a>,🤔,-,?,?,?,✓,✗,✗,✓,-,-,-
<a href='https://hf.co/common-pile/comma-v0.1-1t'>common-pile/comma-v0.1-1t</a>,🧠,-,7002656768.0,64256.0,16384.0,✓,✗,(✓),✗,-,3.36,-
<a href='https://hf.co/common-pile/comma-v0.1-2t'>common-pile/comma-v0.1-2t</a>,🧠,-,7002656768.0,64256.0,16384.0,✓,✗,(✓),✗,-,3.09,-
<a href='https://hf.co/danish-foundation-models/Meta-Llama-3.1-8B-laerebogen'>danish-foundation-models/Meta-Llama-3.1-8B-laerebogen</a>,📝,-,8030261248.0,128256.0,131072.0,✗,✗,✗,✓,2.18,-,-
"<a href='https://hf.co/danish-foundation-models/Meta-Llama-3.1-8B-laerebogen'>danish-foundation-models/Meta-Llama-3.1-8B-laerebogen (zero-shot, val)</a>",📝,-,8030261248.0,128256.0,131072.0,✗,✗,✗,✓,2.50,-,-
<a href='https://hf.co/deepcogito/cogito-v2-preview-llama-70B'>deepcogito/cogito-v2-preview-llama-70B (val)</a>,📝,-,70553706496.0,128256.0,131072.0,✓,✗,(✓),✗,-,-,-
"<a href='https://hf.co/deepcogito/cogito-v2-preview-llama-70B'>deepcogito/cogito-v2-preview-llama-70B (zero-shot, val)</a>",📝,-,70553706496.0,128256.0,131072.0,✓,✗,(✓),✗,-,-,-
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-0528-Qwen3-8B'>deepseek-ai/DeepSeek-R1-0528-Qwen3-8B</a>,🤔,-,8190735360.0,151936.0,131072.0,✓,✗,(✓),✓,-,2.21,-
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Llama-70B'>deepseek-ai/DeepSeek-R1-Distill-Llama-70B</a>,🤔,-,70553706496.0,128256.0,131072.0,✓,✗,(✓),✓,-,2.07,-
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-preview-04-17'>gemini/gemini-2.5-flash-preview-04-17 (zero-shot, val)</a>",🤔,-,?,256128.0,1048576.0,✓,✗,✗,✓,-,1.82,-
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-pro-preview-03-25'>gemini/gemini-2.5-pro-preview-03-25 (zero-shot, val)</a>",🤔,-,?,256128.0,1048576.0,✓,✗,✗,✓,-,1.60,-
<a href='https://ai.google.dev/gemini-api/docs/models#gemini-3-flash-preview'>gemini/gemini-3-flash-preview#no-thinking</a>,📝,-,?,256128.0,1048576.0,✓,✗,✗,✓,-,-,-
<a href='https://ai.google.dev/gemini-api/docs/models#gemini-3-flash-preview'>gemini/gemini-3-flash-preview#no-thinking (zero-shot)</a>,📝,-,?,256128.0,1048576.0,✓,✗,✗,✓,-,-,-
<a href='https://ai.google.dev/gemini-api/docs/models#gemini-3-flash-preview'>gemini/gemini-3-flash-preview#no-thinking (val)</a>,📝,-,?,256128.0,1048576.0,✓,✗,✗,✓,-,-,-
<a href='https://ai.google.dev/gemini-api/docs/models#gemini-3-flash-preview'>gemini/gemini-3-flash-preview#thinking</a>,🤔,-,?,256128.0,1048576.0,✓,✗,✗,✓,-,-,-
<a href='https://ai.google.dev/gemini-api/docs/models#gemini-3-flash-preview'>gemini/gemini-3-flash-preview#thinking (zero-shot)</a>,🤔,-,?,256128.0,1048576.0,✓,✗,✗,✓,-,-,-
<a href='https://ai.google.dev/gemini-api/docs/models#gemini-3-flash-preview'>gemini/gemini-3-flash-preview#thinking (val)</a>,🤔,-,?,256128.0,1048576.0,✓,✗,✗,✓,-,-,-
<a href='https://ai.google.dev/gemini-api/docs/models#gemini-3-pro-preview'>gemini/gemini-3-pro-preview</a>,🤔,-,?,256128.0,1048576.0,✓,✗,✗,✓,-,-,-
<a href='https://ai.google.dev/gemini-api/docs/models#gemini-3-pro-preview'>gemini/gemini-3-pro-preview (zero-shot)</a>,🤔,-,?,256128.0,1048576.0,✓,✗,✗,✓,-,-,-
<a href='https://ai.google.dev/gemini-api/docs/models#gemini-3-pro-preview'>gemini/gemini-3-pro-preview (val)</a>,🤔,-,?,256128.0,1048576.0,✓,✗,✗,✓,-,-,-
<a href='https://ai.google.dev/gemini-api/docs/models#gemini-3.1-flash-lite-preview'>gemini/gemini-3.1-flash-lite-preview</a>,🤔,-,?,256128.0,1048576.0,✓,✗,✗,✓,-,-,-
<a href='https://ai.google.dev/gemini-api/docs/models#gemini-3.1-flash-lite-preview'>gemini/gemini-3.1-flash-lite-preview (zero-shot)</a>,🤔,-,?,256128.0,1048576.0,✓,✗,✗,✓,-,-,-
<a href='https://ai.google.dev/gemini-api/docs/models#gemini-3.1-flash-lite-preview'>gemini/gemini-3.1-flash-lite-preview (val)</a>,🤔,-,?,256128.0,1048576.0,✓,✗,✗,✓,-,-,-
<a href='https://hf.co/google/gemma-2-27b-it'>google/gemma-2-27b-it</a>,📝,-,27227128320.0,256000.0,8192.0,✓,✗,(✓),✓,-,1.68,-
